Start time,End time,Calories (kcal),Distance (m),Low latitude (deg),Low longitude (deg),High latitude (deg),High longitude (deg),Average speed (m/s),Max speed (m/s),Min speed (m/s),Step count,Average weight (kg),Max weight (kg),Min weight (kg),Cycling duration (ms),Inactive duration (ms),Walking duration (ms)
00:00:00.000+11:00,00:15:00.000+11:00,21.544029235839844,97.57808685302734,40.63823318481445,-8.659158706665039,40.642555236816406,-8.653451919555664,3.702505111694336,14.931621551513672,0.5830951929092407,224,,,,,510537,115203
00:15:00.000+11:00,00:30:00.000+11:00,25.978538513183594,99.81217956542969,40.64101028442383,-8.655370712280273,40.641136169433594,-8.654844284057617,,,,249,,,,,700236,199764
00:30:00.000+11:00,00:45:00.000+11:00,48.310142517089844,546.7667236328125,,,,,,,,942,,,,,274398,625602
00:45:00.000+11:00,01:00:00.000+11:00,20.791858673095703,24.28460693359375,40.6413688659668,-8.648541450500488,40.6413688659668,-8.648541450500488,,,,209,,,,,365143,100860
01:00:00.000+11:00,01:15:00.000+11:00,24.490402221679688,59.15481185913086,40.64082717895508,-8.652336120605469,40.64082717895508,-8.652336120605469,,,,258,,,,,594393,171387
01:15:00.000+11:00,01:30:00.000+11:00,17.986236572265625,21.499387741088867,,,,,,,,70,,,,,690065,47360
01:30:00.000+11:00,01:45:00.000+11:00,29.944902420043945,175.63296508789062,,,,,,,,355,,,,,624602,275398
01:45:00.000+11:00,02:00:00.000+11:00,43.89519500732422,555.6891479492188,40.63499450683594,-8.6572265625,40.646854400634766,-8.65038013458252,5.837038516998291,30.270002365112305,0.5341348052024841,849,,,,,,541414
02:00:00.000+11:00,02:15:00.000+11:00,15.502602577209473,,40.64763259887695,-8.614773750305176,40.770790100097656,-8.521976470947266,29.764726638793945,33.21000289916992,20.933822631835938,,,,,,,
02:15:00.000+11:00,02:30:00.000+11:00,15.502602577209473,,40.8061637878418,-8.582310676574707,41.00836944580078,-8.548022270202637,32.52785873413086,33.7138557434082,29.742177963256836,,,,,,,
02:30:00.000+11:00,02:45:00.000+11:00,15.502602577209473,,41.034420013427734,-8.613164901733398,41.14744567871094,-8.571961402893066,22.51137351989746,33.02033996582031,1.8552896976470947,,,,,,,
02:45:00.000+11:00,03:00:00.000+11:00,15.502602577209473,,41.14076232910156,-8.630012512207031,41.14590835571289,-8.615147590637207,8.98831844329834,16.97199058532715,2.8700523376464844,,,,,,,
03:00:00.000+11:00,03:15:00.000+11:00,35.3658561706543,326.4464111328125,41.140377044677734,-8.614768981933594,41.14154815673828,-8.614336013793945,1.9987757205963135,7.96999979019165,0.5001000165939331,480,,,,,249663,376592
03:15:00.000+11:00,03:30:00.000+11:00,26.4073543548584,206.57774353027344,41.14009475708008,-8.614145278930664,41.14105224609375,-8.61053466796875,0.5434151291847229,0.5434151291847229,0.5434151291847229,733,,,,,265402,207941
03:30:00.000+11:00,03:45:00.000+11:00,36.10469055175781,307.0469665527344,41.13905715942383,-8.609554290771484,41.13905715942383,-8.609554290771484,,,,630,,,,,507142,392858
03:45:00.000+11:00,04:00:00.000+11:00,29.486146926879883,149.86480712890625,,,,,,,,543,,,,,414289,266650
04:00:00.000+11:00,04:15:00.000+11:00,28.439672470092773,195.59756469726562,41.13783264160156,-8.612988471984863,41.137847900390625,-8.612977027893066,,,,362,,,,,441740,246695
04:15:00.000+11:00,04:30:00.000+11:00,44.37188720703125,518.3716430664062,41.13783264160156,-8.612722396850586,41.13795471191406,-8.61240005493164,,,,832,,,,,235151,550504
04:30:00.000+11:00,04:45:00.000+11:00,15.502603530883789,,41.1379508972168,-8.611738204956055,41.13801574707031,-8.611671447753906,,,,3,,,,,900000,
04:45:00.000+11:00,05:00:00.000+11:00,15.502603530883789,,41.13801193237305,-8.611746788024902,41.13804626464844,-8.611635208129883,,,,2,,,,,626729,
05:00:00.000+11:00,05:15:00.000+11:00,15.502604484558105,,41.138004302978516,-8.61173152923584,41.14105224609375,-8.61053466796875,,,,1,,,,,900000,
05:15:00.000+11:00,05:30:00.000+11:00,15.502604484558105,,41.13814926147461,-8.611733436584473,41.138282775878906,-8.611666679382324,1.0001999139785767,1.0001999139785767,1.0001999139785767,2,,,,,900000,
05:30:00.000+11:00,05:45:00.000+11:00,53.28815460205078,834.4296264648438,41.138824462890625,-8.609374046325684,41.138824462890625,-8.609374046325684,,,,1219,,,,,179473,720527
05:45:00.000+11:00,06:00:00.000+11:00,23.360027313232422,154.63021850585938,41.1383056640625,-8.632044792175293,41.14657974243164,-8.61053466796875,4.568474292755127,6.820117473602295,0.9090654253959656,265,,,,,,149832
06:00:00.000+11:00,06:15:00.000+11:00,15.502603530883789,,41.148441314697266,-8.649421691894531,41.15868377685547,-8.64560317993164,5.8762078285217285,13.130380630493164,1.750257134437561,,,,,,,
06:15:00.000+11:00,06:30:00.000+11:00,15.502603530883789,,40.98487854003906,-8.641969680786133,41.151206970214844,-8.5711088180542,22.283727645874023,34.40221405029297,6.9398698806762695,,,,,,,
06:30:00.000+11:00,06:45:00.000+11:00,15.502603530883789,,40.747467041015625,-8.572821617126465,40.9521369934082,-8.530417442321777,32.84801483154297,35.160091400146484,29.48162841796875,,,,,,,
06:45:00.000+11:00,07:00:00.000+11:00,15.502603530883789,,40.48626708984375,-8.560811996459961,40.71355438232422,-8.519054412841797,32.425514221191406,35.28110885620117,27.53052520751953,,,,,,,
07:00:00.000+11:00,07:15:00.000+11:00,15.502603530883789,,40.247501373291016,-8.51771354675293,40.451087951660156,-8.478044509887695,32.7288703918457,35.020965576171875,28.850561141967773,,,,,,,
07:15:00.000+11:00,07:30:00.000+11:00,15.502603530883789,,39.998985290527344,-8.609633445739746,40.21266555786133,-8.487574577331543,32.2231330871582,35.17011260986328,30.530277252197266,,,,,,,
07:30:00.000+11:00,07:45:00.000+11:00,15.502603530883789,,39.782100677490234,-8.73767375946045,39.97261428833008,-8.6435546875,33.86608123779297,36.88325500488281,32.4001579284668,,,,,,,
07:45:00.000+11:00,08:00:00.000+11:00,15.502603530883789,,39.5460205078125,-8.747848510742188,39.748931884765625,-8.655228614807129,31.139251708984375,33.15034103393555,29.342208862304688,,,,,,,
08:00:00.000+11:00,08:15:00.000+11:00,15.502603530883789,,39.33087921142578,-8.677699089050293,39.51500701904297,-8.629874229431152,32.936893463134766,36.61057662963867,31.643144607543945,,,,,,,
08:15:00.000+11:00,08:30:00.000+11:00,15.502603530883789,,39.14597702026367,-8.883726119995117,39.297027587890625,-8.685816764831543,34.930362701416016,38.2402229309082,32.830440521240234,,,,,,,
08:30:00.000+11:00,08:45:00.000+11:00,15.502603530883789,,38.90678024291992,-9.037678718566895,39.12001037597656,-8.91260814666748,32.155235290527344,34.55208969116211,28.962491989135742,,,,,,,
08:45:00.000+11:00,09:00:00.000+11:00,15.502603530883789,,38.75819778442383,-9.159098625183105,38.88399124145508,-9.059860229492188,25.1872501373291,31.83002471923828,8.151036262512207,,,,,,,
