Date,Calories (kcal),Distance (m),Low latitude (deg),Low longitude (deg),High latitude (deg),High longitude (deg),Average speed (m/s),Max speed (m/s),Min speed (m/s),Step count,Average weight (kg),Max weight (kg),Min weight (kg),Cycling duration (ms),Inactive duration (ms),Walking duration (ms),Running duration (ms)
2016-05-10,1845.5052490234375,4132.0986328125,7.773777961730957,98.29512786865234,8.272903442382812,98.50123596191406,2.85733699798584,10.899986267089844,0.5748913288116455,8234,,,,,50079471,7130938,
2016-05-11,1721.5218505859375,2818.228271484375,7.745361328125,98.32553100585938,7.887030601501465,98.42239379882812,2.0648133754730225,15.739999771118164,0.570087730884552,6712,,,,,70982564,4723571,
2016-05-12,1744.3148193359375,3685.481201171875,7.776947021484375,98.3046875,13.920364379882812,100.61209106445312,3.36653733253479,22.900009155273438,0.5,8195,,,,,57360301,5166132,
2016-05-13,1847.7431640625,4856.73779296875,13.702056884765625,100.50802612304688,13.76058578491211,100.56610107421875,4.270253658294678,23.19000244140625,0.5021951794624329,9543,,,,,66582374,7174386,
2016-05-14,1725.9317626953125,3119.239990234375,13.63078784942627,100.51524353027344,13.764572143554688,100.71648406982422,4.586595058441162,25.320505142211914,0.5015974640846252,6796,,,,,65551197,4809199,
2016-05-15,1654.44287109375,2519.6552734375,-37.83485412597656,100.70478820800781,13.716751098632812,145.18844604492188,9.793185234069824,28.610002517700195,0.5,5052,,,,,58657086,3421107,
2016-05-16,1626.6632080078125,2146.491943359375,-37.83842849731445,144.95635986328125,-37.77958297729492,145.19012451171875,3.197932004928589,33.93003845214844,0.6000833511352539,4578,,,,,75721941,2881719,
2016-05-17,1715.2125244140625,3739.38671875,-37.835174560546875,144.95590209960938,-37.77947235107422,145.18846130371094,2.9918229579925537,28.17064094543457,0.5,6665,,,,,74367017,4593794,
2016-05-18,1636.847900390625,2561.60302734375,-37.837406158447266,144.94674682617188,-37.77970504760742,145.1908721923828,2.5426464080810547,29.02020835876465,0.50803542137146,4623,,,,,75789170,3079466,
2016-05-19,1674.4945068359375,3149.89013671875,-37.82917785644531,144.94651794433594,-37.77980422973633,145.18707275390625,3.047276020050049,28.26006507873535,0.5122499465942383,5950,,,,,75704748,3810443,
2016-05-20,1846.81640625,5988.18212890625,-37.84062194824219,144.94007873535156,-37.779632568359375,145.18576049804688,4.67322301864624,32.77055358886719,0.5008991956710815,9826,,,,,63266716,7032303,
2016-05-21,1579.7633056640625,1337.4781494140625,-37.87868118286133,144.93637084960938,-37.7794189453125,145.19468688964844,3.955735445022583,31.630006790161133,0.5,3644,,,,,71381391,1971071,
2016-05-22,1661.808349609375,2281.683837890625,-37.93259048461914,145.18258666992188,-37.815162658691406,145.30349731445312,2.7641537189483643,20.340009689331055,0.5122499465942383,4159,,,,,77388801,3564122,
2016-05-23,1831.2222900390625,4983.025390625,-37.82868957519531,144.84568786621094,-33.86098098754883,151.21096801757812,2.571507692337036,29.990201950073242,0.5400000214576721,9254,,,,,67403754,6853600,
2016-05-24,1968.5723876953125,8257.1181640625,-33.91899490356445,151.20071411132812,-33.85986328125,151.2310791015625,2.2157442569732666,19.660062789916992,0.5044799447059631,13425,,,,,72706095,8996423,221625
