Start time,End time,Calories (kcal),Distance (m),Low latitude (deg),Low longitude (deg),High latitude (deg),High longitude (deg),Average speed (m/s),Max speed (m/s),Min speed (m/s),Step count,Average weight (kg),Max weight (kg),Min weight (kg),Inactive duration (ms),Walking duration (ms),Running duration (ms)
00:00:00.000+10:00,00:15:00.000+10:00,15.294269561767578,,-37.82863998413086,145.1836700439453,-37.82858657836914,145.1836700439453,,,,,,,,900000,,
00:15:00.000+10:00,00:30:00.000+10:00,15.294269561767578,,,,,,,,,,,,,900000,,
00:30:00.000+10:00,00:45:00.000+10:00,15.294269561767578,,-37.8286247253418,145.18362426757812,-37.828575134277344,145.18368530273438,,,,,,,,900000,,
00:45:00.000+10:00,01:00:00.000+10:00,15.294269561767578,,-37.82855224609375,145.18365478515625,-37.82855224609375,145.18365478515625,,,,,,,,900000,,
01:00:00.000+10:00,01:15:00.000+10:00,15.294269561767578,,-37.82861328125,145.18362426757812,-37.82856750488281,145.1836700439453,,,,,,,,900000,,
01:15:00.000+10:00,01:30:00.000+10:00,15.294269561767578,,-37.8286247253418,145.18362426757812,-37.8286247253418,145.18362426757812,,,,,,,,900000,,
01:30:00.000+10:00,01:45:00.000+10:00,15.294269561767578,,-37.82858657836914,145.1836700439453,-37.82858657836914,145.1836700439453,,,,,,,,900000,,
01:45:00.000+10:00,02:00:00.000+10:00,15.294269561767578,,-37.828617095947266,145.18360900878906,-37.82855224609375,145.18362426757812,,,,,,,,900000,,
02:00:00.000+10:00,02:15:00.000+10:00,15.294269561767578,,-37.82861328125,145.18365478515625,-37.82856750488281,145.1836700439453,,,,,,,,900000,,
02:15:00.000+10:00,02:30:00.000+10:00,15.294269561767578,,-37.82855987548828,145.18365478515625,-37.82855987548828,145.18365478515625,,,,,,,,900000,,
02:30:00.000+10:00,02:45:00.000+10:00,15.294269561767578,,-37.82861328125,145.18365478515625,-37.82861328125,145.18365478515625,,,,,,,,900000,,
02:45:00.000+10:00,03:00:00.000+10:00,15.294269561767578,,,,,,,,,,,,,900000,,
03:00:00.000+10:00,03:15:00.000+10:00,15.294269561767578,,-37.82855224609375,145.18359375,-37.82855224609375,145.18359375,,,,,,,,900000,,
03:15:00.000+10:00,03:30:00.000+10:00,15.294269561767578,,-37.82863998413086,145.18357849121094,-37.82859802246094,145.1836700439453,,,,,,,,900000,,
03:30:00.000+10:00,03:45:00.000+10:00,15.294269561767578,,-37.8286247253418,145.18362426757812,-37.8286247253418,145.18362426757812,,,,,,,,900000,,
03:45:00.000+10:00,04:00:00.000+10:00,15.294269561767578,,-37.8286247253418,145.18362426757812,-37.82853698730469,145.18368530273438,,,,,,,,900000,,
04:00:00.000+10:00,04:15:00.000+10:00,15.294269561767578,,-37.828636169433594,145.18357849121094,-37.828548431396484,145.18368530273438,,,,,,,,900000,,
04:15:00.000+10:00,04:30:00.000+10:00,15.294269561767578,,,,,,,,,,,,,900000,,
04:30:00.000+10:00,04:45:00.000+10:00,15.294269561767578,,-37.8286247253418,145.18362426757812,-37.82855224609375,145.18365478515625,,,,,,,,900000,,
04:45:00.000+10:00,05:00:00.000+10:00,15.294269561767578,,-37.828556060791016,145.18373107910156,-37.828556060791016,145.18373107910156,,,,,,,,900000,,
